Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
Moon Espresso,Yes,Yes,49.399511,8.679395,East,2024-09-16,260,14:45,05:03,21:26,3.35,18.1,68,57,3,1.6,Fog,Yes,Sunny
The Stream Cafe,Yes,No,49.399489,8.674096,East,2025-02-02,33,15:45,04:16,22:13,0.0,14.8,54,29,26,3.8,Rain,No,Sunny
The Atelier Cafe,Yes,Yes,49.399325,8.682081,South,2024-09-21,265,10:00,04:58,21:31,0.0,10.9,42,6,63,5.8,Cloudy,No,Sunny
The Berlin Cafe,No,Yes,49.396751,8.683554,West,2025-01-17,17,09:15,04:06,22:23,0.0,11.5,72,5,48,0.4,Rain,No,Sunny
Corner Café,No,Yes,49.395074,8.681079,North,2025-04-03,93,16:00,05:12,21:17,9.99,12.8,52,49,17,7.5,Clear,No,Shady
Deer Roasters,Yes,No,49.398808,8.676375,West,2023-09-22,265,16:45,04:58,21:31,0.0,17.8,83,20,32,13.1,Cloudy,No,Sunny
The Hill Cafe,No,Yes,49.394325,8.665565,South,2024-06-18,170,06:00,05:59,20:30,0.0,9.2,56,91,0,1.6,Clear,Yes,Sunny
Stream Coffee,Yes,No,49.404198,8.678014,East,2025-04-19,109,09:00,05:28,21:01,30.47,11.1,61,42,28,3.9,Clear,No,Sunny
Vienna Espresso,Yes,No,49.400012,8.671431,North,2025-05-25,145,06:30,05:53,20:36,0.0,14.6,54,74,0,12.5,Clear,Yes,Sunny
Café Luna,No,No,49.400039,8.673945,West,2024-03-27,87,14:45,05:06,21:23,9.37,25.4,48,37,14,8.5,Clear,No,Sunny
Meadow Beans,No,Yes,49.394844,8.666263,West,2024-07-07,189,11:45,05:57,20:32,82.91,10.4,57,41,9,6.6,Clear,No,Sunny
Cafe de Haven,Yes,Yes,49.402125,8.669898,West,2023-12-29,363,16:30,04:00,22:29,0.0,9.7,70,90,0,3.9,Fog,Yes,Shady
Rossi Coffee,Yes,No,49.407672,8.679311,South,2024-12-06,341,14:45,04:01,22:28,0.0,17.9,90,42,16,2.5,Clear,No,Sunny
Moon Café,No,No,49.404219,8.67385,East,2024-05-19,140,20:00,05:51,20:38,0.0,11.3,52,85,0,14.3,Clear,Yes,Shady
The Rossi Cafe,Yes,Yes,49.405463,8.668206,West,2024-02-12,43,13:30,04:23,22:06,0.0,21.0,79,41,19,9.5,Clear,No,Sunny
Cafe Moon,No,Yes,49.386796,8.67406,East,2024-05-15,136,18:15,05:48,20:41,0.0,13.3,49,0,60,5.1,Cloudy,No,Sunny
Café Forest,Yes,No,49.408188,8.669618,East,2024-11-28,333,09:00,04:04,22:25,0.0,22.1,52,14,46,6.1,Clear,No,Sunny
Cafe de Mist,Yes,No,49.399991,8.668336,West,2024-05-13,134,13:30,05:47,20:42,69.66,19.3,73,2,68,7.5,Cloudy,No,Sunny
The Luna Cafe,No,No,49.405983,8.674698,North,2024-02-15,46,16:00,04:26,22:03,0.0,9.2,80,89,0,1.8,Clear,Yes,Sunny
Cafe Frame,Yes,No,49.391735,8.683535,West,2024-02-29,60,16:45,04:39,21:50,0.0,9.5,83,86,0,10.1,Clear,Yes,Sunny
Brook Beans,No,Yes,49.395919,8.671111,West,2024-07-03,185,17:30,05:58,20:31,22.64,18.2,70,4,59,1.5,Clear,No,Sunny
Stream Espresso,No,Yes,49.400397,8.665834,West,2024-03-05,65,10:30,04:43,21:46,0.0,10.2,44,73,0,3.7,Rain,Yes,Sunny
Cliff Coffee,No,Yes,49.399604,8.675467,North,2025-05-19,139,15:00,05:50,20:39,54.08,18.2,78,77,0,9.1,Cloudy,Yes,Sunny
Café Haze,Yes,Yes,49.4079,8.667086,South,2024-11-01,306,12:30,04:19,22:10,0.0,13.7,76,42,23,2.5,Clear,No,Sunny
The Deer Cafe,Yes,Yes,49.398125,8.662326,North,2024-11-26,331,07:15,04:04,22:25,0.0,18.2,53,2,51,12.2,Rain,No,Sunny
Cedar Roasters,Yes,No,49.393508,8.673497,South,2025-03-05,64,09:30,04:42,21:47,0.0,4.4,51,6,50,9.9,Clear,No,Sunny
Cafe de Borough,No,No,49.401504,8.679953,East,2025-03-03,62,06:15,04:40,21:49,0.0,16.7,52,8,54,10.7,Cloudy,No,Sunny
Café Corner,No,No,49.409607,8.678923,North,2024-05-06,127,11:45,05:42,20:47,62.91,18.2,60,74,0,8.7,Rain,Yes,Sunny
Coral Café,No,No,49.39968,8.673935,North,2023-12-17,351,18:45,04:00,22:29,0.0,15.2,48,90,0,11.5,Clear,Yes,Sunny
Coral Espresso,No,Yes,49.397223,8.677131,South,2025-03-07,66,14:15,04:44,21:45,0.0,20.1,62,57,0,4.3,Cloudy,Yes,Sunny
Mont Roasters,Yes,Yes,49.39592,8.681734,South,2023-08-07,219,10:45,05:41,20:48,53.06,11.1,53,25,30,6.5,Clear,No,Sunny
Mochi Beans,Yes,Yes,49.400399,8.674068,North,2025-02-19,50,11:15,04:29,22:00,0.0,16.4,59,37,25,8.2,Clear,No,Sunny
Harbor Beans,No,No,49.395429,8.673743,East,2023-08-21,233,13:45,05:29,21:00,42.27,11.5,79,68,0,1.4,Clear,Yes,Sunny
Bay Café,No,No,49.399414,8.672342,East,2025-04-19,109,08:30,05:28,21:01,21.54,11.1,73,82,0,13.4,Clear,Yes,Sunny
Hollow Espresso,No,No,49.407232,8.665167,West,2024-12-05,340,07:45,04:01,22:28,0.0,17.9,81,17,36,1.9,Cloudy,No,Sunny
Depot Espresso,No,Yes,49.403375,8.676122,South,2023-07-23,204,14:30,05:51,20:38,65.88,14.9,87,64,0,1.0,Clear,Yes,Sunny
Cocoa Roasters,Yes,Yes,49.398434,8.675406,North,2024-04-03,94,06:30,05:13,21:16,0.0,14.9,65,62,0,5.3,Clear,Yes,Sunny
The Pulse Cafe,Yes,Yes,49.392272,8.673942,East,2024-05-01,122,11:15,05:39,20:50,57.52,16.9,59,94,0,9.9,Fog,Yes,Sunny
The Vanilla Cafe,No,Yes,49.403093,8.672773,North,2024-01-31,31,10:30,04:14,22:15,0.0,15.3,64,30,27,0.8,Fog,No,Sunny
Mist Beans,Yes,Yes,49.388956,8.674099,East,2023-10-22,295,08:45,04:28,22:01,0.0,10.3,43,78,0,0.3,Clear,Yes,Shady
Verse Café,Yes,No,49.396108,8.675624,East,2024-01-27,27,06:45,04:12,22:17,0.0,8.7,62,52,7,0.9,Cloudy,Yes,Sunny
Star Beans,Yes,No,49.393733,8.677091,East,2024-04-10,101,13:00,05:20,21:09,30.75,18.2,76,42,25,6.5,Rain,No,Sunny
Cedar Beans,No,Yes,49.401134,8.673341,North,2025-05-23,143,10:45,05:52,20:37,68.91,14.6,90,19,44,13.8,Clear,No,Sunny
Cafe de Maple,No,Yes,49.397766,8.666664,West,2023-10-16,289,14:00,04:34,21:55,0.0,12.3,59,2,52,12.4,Fog,No,Sunny
Cafe Oak,Yes,No,49.393866,8.681253,West,2023-10-15,288,17:45,04:35,21:54,0.0,17.0,78,61,0,5.0,Clear,Yes,Sunny
Bloom Brew House,Yes,No,49.391497,8.668906,West,2024-10-07,281,10:45,04:41,21:48,0.0,17.9,67,58,3,5.2,Rain,Yes,Sunny
Cliff Beans,Yes,No,49.399503,8.668042,North,2023-10-15,288,08:15,04:35,21:54,0.0,16.3,79,5,63,12.3,Rain,No,Sunny
Berg Coffee,Yes,Yes,49.396763,8.682658,East,2025-04-19,109,10:45,05:28,21:01,37.31,6.7,88,0,60,0.9,Clear,No,Sunny
Cafe de Rossi,Yes,Yes,49.405115,8.677054,North,2023-12-22,356,16:45,04:00,22:29,0.0,11.5,68,3,59,14.2,Rain,No,Sunny
Hazel Coffee,Yes,No,49.398327,8.681973,West,2025-01-19,19,15:15,04:07,22:22,0.0,23.2,82,97,0,9.0,Clear,Yes,Sunny
Heidel Roasters,Yes,No,49.397633,8.671959,East,2024-10-13,287,16:00,04:36,21:53,0.0,16.8,66,82,0,4.5,Cloudy,Yes,Shady
Moon Brew House,No,Yes,49.396916,8.664976,North,2025-02-10,41,07:15,04:22,22:07,0.0,13.1,45,95,0,1.5,Cloudy,Yes,Shady
Cafe de Flint,Yes,Yes,49.398638,8.67185,South,2025-01-04,4,14:45,04:01,22:28,0.0,16.0,86,19,32,0.5,Cloudy,No,Sunny
Café Willow,No,Yes,49.39558,8.675527,East,2024-07-28,210,20:15,05:47,20:42,0.0,16.3,73,44,26,8.0,Clear,No,Sunny
Frame Café,Yes,Yes,49.400841,8.663244,North,2024-12-07,342,19:45,04:01,22:28,22.82,21.6,45,65,0,1.0,Cloudy,Yes,Sunny
Café Studio,No,Yes,49.398365,8.670927,East,2023-07-05,186,09:30,05:58,20:31,61.6,9.0,65,13,40,13.8,Clear,No,Sunny
Cliff Espresso,Yes,No,49.399154,8.679589,East,2024-08-11,224,17:45,05:37,20:52,14.33,15.3,84,85,0,7.8,Rain,Yes,Shady
Marble Beans,Yes,No,49.396445,8.671294,North,2024-11-28,333,11:15,04:04,22:25,0.0,20.4,89,48,22,2.7,Clear,No,Shady
Breeze Roasters,Yes,No,49.39602,8.667176,East,2023-06-05,156,15:45,05:57,20:32,61.46,13.5,73,55,1,9.8,Cloudy,Yes,Sunny
Sky Café,Yes,No,49.409527,8.678694,North,2024-11-25,330,14:45,04:05,22:24,0.0,19.7,60,86,0,11.3,Clear,Yes,Shady
The Borough Cafe,Yes,Yes,49.402863,8.672612,South,2025-01-22,22,20:45,04:09,22:20,37.83,11.7,85,2,67,13.3,Fog,No,Sunny
Moss Coffee,Yes,No,49.397943,8.674644,East,2024-01-08,8,19:15,04:03,22:26,22.03,12.0,48,80,0,2.3,Cloudy,Yes,Sunny
Meadow Café,Yes,No,49.390359,8.668085,North,2025-04-21,111,15:00,05:29,21:00,32.37,20.1,67,34,28,0.8,Rain,No,Sunny
The Cocoa Cafe,Yes,No,49.396665,8.674801,North,2024-12-19,354,15:30,04:00,22:29,0.0,15.0,78,50,14,3.6,Clear,No,Sunny
Mont Espresso,Yes,No,49.397422,8.674098,East,2023-12-31,365,20:00,04:00,22:29,44.16,17.2,56,66,0,14.9,Fog,Yes,Sunny
Cinnamon Brew House,No,Yes,49.404098,8.669378,North,2024-05-29,150,08:45,05:55,20:34,42.02,18.2,77,81,0,4.0,Fog,Yes,Shady
Espresso Brew House,No,Yes,49.403077,8.67318,South,2023-06-15,166,16:45,05:59,20:30,44.82,12.9,80,54,11,9.8,Clear,Yes,Shady
Breeze Café,Yes,Yes,49.402917,8.665362,West,2024-06-22,174,15:30,05:59,20:30,63.57,19.5,43,53,7,2.6,Clear,Yes,Sunny
Gallery Espresso,No,No,49.399508,8.672699,East,2025-01-10,10,08:45,04:03,22:26,0.0,8.6,61,9,49,8.7,Fog,No,Sunny
Cafe de Oak,No,No,49.409363,8.678063,South,2024-02-13,44,11:00,04:24,22:05,0.0,18.7,48,95,0,6.3,Clear,Yes,Sunny
Cafe Maple,Yes,Yes,49.396311,8.665484,South,2025-04-07,97,12:15,05:16,21:13,25.96,14.7,50,14,40,9.1,Cloudy,No,Sunny
Mont Brew House,Yes,No,49.39421,8.666403,South,2023-07-24,205,09:00,05:50,20:39,53.2,16.5,49,34,30,12.2,Rain,No,Sunny
Brass Espresso,No,No,49.396895,8.669962,North,2024-12-13,348,11:00,04:00,22:29,0.0,13.6,86,14,47,8.6,Rain,No,Sunny
Meadow Brew House,No,Yes,49.397898,8.667088,South,2025-01-05,5,15:15,04:02,22:27,0.0,23.9,72,90,0,5.3,Rain,Yes,Shady
The Berg Cafe,Yes,Yes,49.407504,8.671495,North,2024-03-01,61,16:00,04:39,21:50,0.0,11.8,50,2,68,8.2,Rain,No,Sunny
Berlin Roasters,No,Yes,49.39882,8.675615,East,2023-11-12,316,20:30,04:12,22:17,35.83,18.2,59,5,57,10.8,Clear,No,Shady
Mist Coffee,Yes,Yes,49.392926,8.667485,North,2023-07-13,194,16:00,05:55,20:34,41.59,14.5,72,68,0,4.3,Rain,Yes,Shady
Rossi Coffee,Yes,No,49.398038,8.665106,North,2024-12-12,347,12:45,04:00,22:29,0.0,26.4,65,79,0,6.5,Clear,Yes,Shady
Meadow Espresso,No,Yes,49.393487,8.671216,South,2024-10-29,303,18:45,04:22,22:07,0.0,13.4,69,66,0,5.2,Rain,Yes,Shady
Cafe de Stream,Yes,Yes,49.396998,8.678546,South,2024-01-06,6,20:00,04:02,22:27,43.03,11.5,40,98,0,8.3,Clear,Yes,Shady
Cafe Forest,No,No,49.395153,8.669721,North,2023-08-17,229,06:45,05:33,20:56,0.0,11.6,57,31,19,10.9,Clear,No,Sunny
Crema Espresso,Yes,No,49.406683,8.676375,North,2025-01-22,22,09:15,04:09,22:20,0.0,15.3,65,23,29,9.2,Cloudy,No,Sunny
Zephyr Coffee,No,No,49.401172,8.671928,West,2023-08-19,231,09:15,05:31,20:58,32.84,15.3,68,53,15,7.7,Cloudy,Yes,Shady
Cafe Porch,Yes,Yes,49.397437,8.675829,South,2023-09-30,273,07:00,04:49,21:40,0.0,6.7,82,88,0,10.1,Clear,Yes,Shady
Cabin Roasters,Yes,No,49.4009,8.677443,East,2024-04-26,117,13:30,05:35,20:54,51.7,11.3,85,66,0,1.0,Clear,Yes,Sunny
Lantern Café,Yes,Yes,49.389871,8.674151,North,2024-06-06,158,17:15,05:58,20:31,22.69,20.5,42,48,11,7.8,Clear,No,Sunny
The Mist Cafe,No,Yes,49.396393,8.674949,South,2023-08-29,241,07:45,05:22,21:07,8.43,6.5,44,56,0,6.5,Clear,Yes,Sunny
River Brew House,Yes,Yes,49.403563,8.67097,South,2023-12-27,361,09:30,04:00,22:29,0.0,12.3,42,86,0,3.0,Cloudy,Yes,Sunny
Cafe Pine,No,No,49.402311,8.677074,North,2024-04-02,93,10:00,05:12,21:17,17.3,18.6,42,49,21,14.7,Cloudy,No,Sunny
Espresso Coffee,No,Yes,49.392449,8.673355,South,2024-10-28,302,20:00,04:22,22:07,28.29,14.2,47,46,4,4.4,Clear,No,Sunny
Breeze Coffee,Yes,No,49.402771,8.66869,South,2025-05-08,128,16:00,05:43,20:46,33.09,20.5,84,22,29,7.8,Rain,No,Sunny
Rossi Café,No,No,49.398482,8.66932,North,2023-11-12,316,13:45,04:12,22:17,0.0,14.0,49,19,44,7.8,Fog,No,Sunny
Café Drift,No,No,49.400342,8.673364,South,2024-10-16,290,16:00,04:33,21:56,0.0,15.1,63,13,47,2.9,Clear,No,Sunny
Depot Café,No,Yes,49.392667,8.66851,North,2023-07-14,195,06:30,05:55,20:34,0.0,12.5,72,38,17,12.3,Clear,No,Sunny
Crema Café,No,Yes,49.401262,8.677209,South,2024-10-13,287,16:00,04:36,21:53,0.0,9.8,66,7,51,5.9,Cloudy,No,Sunny
Pulse Brew House,No,No,49.407854,8.676311,South,2024-03-01,61,20:00,04:39,21:50,14.46,16.6,75,40,17,8.5,Clear,No,Sunny
Meadow Café,No,Yes,49.398799,8.672836,West,2025-05-15,135,18:45,05:48,20:41,0.0,13.4,53,37,19,0.7,Clear,No,Shady
Nest Brew House,Yes,No,49.401637,8.663145,East,2024-05-20,141,17:45,05:51,20:38,20.21,14.5,69,92,0,2.8,Clear,Yes,Sunny
Valley Espresso,No,Yes,49.392509,8.668928,West,2025-04-08,98,11:15,05:17,21:12,26.51,15.9,65,51,19,4.4,Clear,Yes,Sunny
Silk Coffee,No,No,49.39429,8.670229,East,2023-06-16,167,16:45,05:59,20:30,44.88,13.7,89,48,12,14.1,Rain,No,Sunny
The Hearth Cafe,No,Yes,49.393218,8.671166,East,2025-04-23,113,10:45,05:31,20:58,41.93,11.7,75,88,0,9.7,Clear,Yes,Sunny
The Brass Cafe,Yes,No,49.400395,8.681904,East,2024-03-21,81,06:45,05:00,21:29,0.0,17.7,64,86,0,6.6,Clear,Yes,Sunny
Café Nova,Yes,No,49.391846,8.67727,East,2024-03-26,86,07:45,05:05,21:24,2.4,10.5,86,53,7,9.8,Rain,Yes,Sunny
Cafe de Pine,No,No,49.40211,8.678744,North,2024-10-10,284,14:30,04:39,21:50,0.0,19.7,48,58,0,3.2,Rain,Yes,Sunny
Flint Coffee,Yes,Yes,49.387321,8.665567,West,2024-04-20,111,08:15,05:29,21:00,22.89,11.7,59,65,0,13.7,Cloudy,Yes,Sunny
Crema Café,Yes,Yes,49.414397,8.681683,North,2024-10-15,289,18:15,04:34,21:55,0.0,11.7,73,66,0,6.9,Clear,Yes,Sunny
Mist Coffee,No,Yes,49.412821,8.677148,East,2023-09-17,260,14:30,05:03,21:26,3.35,20.6,70,19,51,9.9,Fog,No,Sunny
Caramel Beans,No,Yes,49.409991,8.672328,East,2024-08-27,240,12:15,05:23,21:06,33.99,21.5,41,61,8,5.1,Clear,Yes,Sunny
Cafe de Harbor,Yes,Yes,49.396019,8.671575,South,2024-07-14,196,11:15,05:54,20:35,79.16,10.4,86,70,0,2.2,Rain,Yes,Sunny
Bean Roasters,Yes,Yes,49.389611,8.667064,West,2024-06-07,159,16:15,05:58,20:31,44.0,11.0,72,24,32,4.4,Clear,No,Sunny
Cafe Breeze,No,No,49.408786,8.678967,West,2023-09-05,248,11:00,05:15,21:14,21.47,22.5,61,7,46,0.8,Fog,No,Sunny
The Echo Cafe,No,Yes,49.400793,8.667629,West,2024-09-20,264,07:30,04:59,21:30,0.0,7.0,87,79,0,11.1,Clear,Yes,Sunny
Chalet Beans,No,No,49.404808,8.672882,West,2025-05-06,126,08:15,05:42,20:47,32.02,15.9,62,80,0,0.2,Rain,Yes,Sunny
Drift Beans,Yes,Yes,49.39577,8.671633,West,2024-12-08,343,09:30,04:01,22:28,0.0,12.3,86,81,0,0.3,Cloudy,Yes,Sunny
Rock Roasters,Yes,Yes,49.407375,8.67546,South,2023-11-25,329,12:15,04:05,22:24,0.0,20.0,60,17,39,0.7,Clear,No,Sunny
Zephyr Espresso,Yes,No,49.39404,8.662285,East,2024-12-11,346,08:30,04:00,22:29,0.0,12.7,89,49,10,2.1,Clear,No,Sunny
Sky Brew House,Yes,No,49.397222,8.675911,South,2023-09-11,254,16:30,05:09,21:20,6.56,14.3,70,79,0,1.5,Clear,Yes,Shady
Vine Coffee,No,No,49.406225,8.671209,East,2024-03-16,76,10:15,04:55,21:34,0.0,12.2,81,37,23,7.8,Rain,No,Sunny
Café Elm,Yes,No,49.406644,8.678894,East,2025-02-24,55,12:45,04:34,21:55,0.0,14.9,66,19,34,9.5,Clear,No,Sunny
Valley Roasters,No,Yes,49.401941,8.663785,North,2024-09-13,257,12:00,05:06,21:23,8.51,18.2,90,8,54,9.6,Cloudy,No,Sunny
Crema Coffee,Yes,No,49.399575,8.671682,West,2024-11-03,308,09:30,04:18,22:11,0.0,14.0,53,20,45,6.1,Clear,No,Shady
Quay Brew House,Yes,Yes,49.401166,8.672938,North,2024-03-19,79,08:30,04:58,21:31,0.0,12.9,76,73,0,12.7,Rain,Yes,Sunny
Harbor Beans,No,No,49.399717,8.673314,East,2023-12-01,335,10:15,04:03,22:26,0.0,8.3,47,61,1,0.1,Clear,Yes,Shady
Grind Roasters,No,Yes,49.395913,8.677018,South,2024-09-10,254,12:45,05:09,21:20,13.12,15.0,83,91,0,5.6,Rain,Yes,Sunny
Vine Coffee,Yes,No,49.392574,8.670136,East,2024-01-22,22,10:15,04:09,22:20,0.0,12.2,75,99,0,3.0,Clear,Yes,Sunny
The Chalet Cafe,Yes,Yes,49.39125,8.684536,South,2025-01-18,18,20:30,04:07,22:22,39.42,18.3,50,9,57,9.3,Clear,No,Sunny
The Cabin Cafe,No,No,49.392594,8.668759,West,2025-05-19,139,18:30,05:50,20:39,0.0,16.3,78,12,49,3.6,Rain,No,Sunny
Cafe Porch,Yes,No,49.404035,8.667532,South,2023-06-06,157,14:30,05:58,20:31,75.61,18.4,76,54,9,13.2,Rain,Yes,Sunny
The Pine Cafe,No,No,49.399146,8.667081,South,2024-11-29,334,09:00,04:03,22:26,0.0,15.3,85,10,44,10.2,Clear,No,Sunny
The Brew Cafe,Yes,Yes,49.400352,8.667788,East,2024-02-07,38,19:30,04:19,22:10,15.41,17.7,62,2,66,1.7,Rain,No,Sunny
Café Grind,No,No,49.398525,8.672948,South,2024-02-11,42,14:30,04:22,22:07,0.0,19.4,64,29,23,10.8,Fog,No,Sunny
Muse Beans,Yes,Yes,49.401776,8.671513,East,2024-08-17,230,11:15,05:32,20:57,46.14,21.3,85,52,2,13.2,Fog,Yes,Sunny
Café Moon,Yes,Yes,49.397785,8.67265,West,2023-08-01,213,07:30,05:45,20:44,17.53,14.2,61,32,34,9.5,Cloudy,No,Sunny
Mist Brew House,Yes,Yes,49.400069,8.672591,North,2024-04-11,102,19:15,05:21,21:08,0.0,14.9,86,63,7,2.6,Rain,Yes,Sunny
Zephyr Brew House,No,Yes,49.397436,8.686311,West,2025-05-16,136,09:15,05:48,20:41,52.28,19.7,89,82,0,8.9,Clear,Yes,Shady
Cafe Haze,Yes,No,49.401076,8.676436,East,2023-12-16,350,16:45,04:00,22:29,0.0,16.6,78,73,0,6.2,Fog,Yes,Sunny
Cafe de Silk,Yes,Yes,49.404465,8.670702,South,2023-07-08,189,12:45,05:57,20:32,85.83,10.2,68,80,0,11.5,Fog,Yes,Sunny
Cafe Bay,No,Yes,49.392842,8.67487,North,2023-10-04,277,12:15,04:45,21:44,0.0,21.9,43,30,23,14.0,Clear,No,Shady
Cafe de Berlin,No,No,49.397708,8.672565,South,2023-09-05,248,07:45,05:15,21:14,5.75,14.9,63,48,6,13.4,Clear,No,Sunny
Espresso Coffee,No,No,49.395438,8.67219,South,2024-02-11,42,06:30,04:22,22:07,0.0,12.7,69,43,25,9.9,Fog,No,Sunny
The Mist Cafe,Yes,No,49.407072,8.66998,North,2023-09-07,250,13:00,05:13,21:16,18.56,14.4,76,85,0,5.2,Clear,Yes,Sunny
Vienna Coffee,Yes,No,49.404519,8.672924,East,2024-06-17,169,09:30,05:59,20:30,63.59,11.9,54,77,0,4.4,Cloudy,Yes,Shady
Obsidian Coffee,No,No,49.397642,8.67063,South,2024-09-03,247,13:45,05:16,21:13,22.92,18.3,55,34,17,3.3,Rain,No,Sunny
Bay Espresso,Yes,Yes,49.398965,8.682669,East,2024-08-23,236,09:30,05:27,21:02,28.03,23.4,88,17,50,1.9,Rain,No,Sunny
Cafe de Heidel,Yes,No,49.398156,8.665893,West,2024-05-04,125,11:15,05:41,20:48,60.81,20.4,70,60,0,13.9,Fog,Yes,Sunny
Loft Coffee,Yes,Yes,49.395001,8.672767,East,2024-03-06,66,19:00,04:44,21:45,5.56,7.6,72,68,0,14.2,Fog,Yes,Sunny
Cafe Berlin,No,No,49.390561,8.671541,West,2024-09-06,250,08:15,05:13,21:16,9.61,14.6,41,35,34,7.6,Clear,No,Shady
Deer Roasters,Yes,Yes,49.400007,8.677654,West,2024-03-15,75,20:00,04:54,21:35,3.87,13.6,57,2,63,0.6,Rain,No,Sunny
Storm Beans,No,Yes,49.392991,8.672336,North,2024-11-24,329,19:00,04:05,22:24,21.21,18.1,40,66,0,4.7,Cloudy,Yes,Sunny
The Silk Cafe,No,No,49.398018,8.666453,East,2024-08-12,225,10:15,05:36,20:53,46.89,11.1,73,24,26,11.9,Cloudy,No,Shady
Cafe de Amber,No,No,49.401144,8.670244,South,2024-09-06,250,19:00,05:13,21:16,0.0,14.9,51,11,52,7.0,Clear,No,Sunny
Harbor Café,No,Yes,49.392932,8.66896,South,2023-07-17,198,17:30,05:54,20:35,20.87,16.4,80,92,0,11.6,Clear,Yes,Sunny
Deer Roasters,No,Yes,49.397745,8.677545,East,2023-10-06,279,14:30,04:43,21:46,0.0,21.8,54,65,0,11.1,Cloudy,Yes,Shady
Café Chalet,No,No,49.388929,8.676395,North,2024-01-05,5,16:45,04:02,22:27,0.0,8.3,65,45,12,1.1,Clear,No,Shady
Fog Espresso,Yes,No,49.391383,8.672991,East,2024-02-09,40,10:00,04:21,22:08,0.0,20.5,50,29,39,13.4,Fog,No,Sunny
Harbor Roasters,No,No,49.383166,8.671792,South,2024-02-25,56,07:00,04:35,21:54,0.0,15.1,87,79,0,12.7,Cloudy,Yes,Shady
Café Hill,No,No,49.390226,8.675803,West,2024-08-17,230,14:30,05:32,20:57,41.37,22.5,52,25,45,1.4,Clear,No,Sunny
Latte Café,Yes,Yes,49.391198,8.672123,South,2024-05-04,125,10:15,05:41,20:48,54.52,20.2,75,41,16,4.7,Clear,No,Sunny
Station Roasters,No,Yes,49.396473,8.665146,East,2024-09-06,250,11:15,05:13,21:16,18.56,20.8,79,57,11,4.8,Cloudy,Yes,Shady
Cafe Nest,Yes,Yes,49.400922,8.676471,South,2023-08-27,239,19:30,05:24,21:05,0.0,11.5,79,74,0,9.0,Rain,Yes,Sunny
Stream Café,No,Yes,49.398146,8.670662,East,2024-08-27,240,12:00,05:23,21:06,33.99,17.9,80,14,56,0.2,Clear,No,Shady
Amber Beans,No,Yes,49.39815,8.677099,West,2025-03-18,77,06:00,04:56,21:33,0.0,16.2,43,97,0,10.6,Clear,Yes,Sunny
Café Rain,No,Yes,49.399215,8.675144,East,2025-02-14,45,19:30,04:25,22:04,13.2,16.7,51,13,46,2.2,Cloudy,No,Sunny
Loft Coffee,Yes,Yes,49.399864,8.670361,East,2024-04-03,94,07:45,05:13,21:16,5.56,14.6,71,19,51,6.4,Clear,No,Sunny
The Station Cafe,Yes,Yes,49.395517,8.667718,East,2023-09-09,252,16:15,05:11,21:18,8.09,10.3,51,75,0,5.2,Rain,Yes,Sunny
Lantern Brew House,No,No,49.394905,8.664097,South,2023-08-02,214,08:15,05:44,20:45,33.35,16.5,63,37,21,11.0,Clear,No,Sunny
Hill Espresso,No,No,49.397386,8.66841,West,2024-10-19,293,14:30,04:30,21:59,0.0,20.2,52,76,0,4.7,Clear,Yes,Sunny
Loft Brew House,No,No,49.393629,8.672401,North,2025-02-05,36,18:30,04:18,22:11,0.0,7.0,62,36,15,9.6,Rain,No,Sunny
Hazel Roasters,No,Yes,49.397147,8.678191,South,2023-12-17,351,07:15,04:00,22:29,0.0,18.4,89,71,0,1.5,Rain,Yes,Shady
Deer Brew House,No,Yes,49.395968,8.685213,South,2023-09-24,267,18:00,04:56,21:33,0.0,16.9,62,99,0,4.4,Cloudy,Yes,Sunny
Zurich Roasters,Yes,No,49.397806,8.660715,East,2024-12-29,364,10:00,04:00,22:29,0.0,10.8,76,70,0,4.7,Clear,Yes,Sunny
Cocoa Coffee,Yes,No,49.393649,8.679111,South,2025-02-02,33,09:45,04:16,22:13,0.0,21.0,87,7,54,13.8,Cloudy,No,Shady
Grove Coffee,Yes,No,49.389959,8.672879,North,2024-02-26,57,17:30,04:36,21:53,0.0,10.5,74,74,0,10.7,Clear,Yes,Shady
Cafe de Stone,No,Yes,49.406244,8.67022,West,2024-01-01,1,18:30,04:01,22:28,0.0,16.5,67,78,0,7.7,Clear,Yes,Shady
Café Crema,Yes,No,49.397263,8.670464,West,2023-10-15,288,19:00,04:35,21:54,9.9,14.1,42,24,43,11.1,Clear,No,Sunny
Frame Espresso,No,No,49.394957,8.675662,West,2023-08-16,228,17:30,05:34,20:55,13.03,15.8,90,60,8,3.0,Cloudy,Yes,Sunny
Café Bean,No,No,49.391509,8.671713,West,2024-10-29,303,08:45,04:22,22:07,0.0,20.4,81,88,0,8.5,Rain,Yes,Shady
Café Onyx,No,Yes,49.406846,8.673838,West,2024-03-28,88,08:30,05:07,21:22,6.18,14.0,68,92,0,7.2,Clear,Yes,Sunny
Café Bloom,No,Yes,49.399883,8.668002,East,2023-10-31,304,20:30,04:21,22:08,29.48,15.3,88,19,46,5.1,Fog,No,Sunny
